len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label,split,biflow_id,vpn
1294,1,1294,1,74,-1,1294,1,425,1,112,1,147,1,74,-1,0.10899999999999799,0.012999999999985246,0.16499999999999848,0.0030000000000030003,0.002000000000002,0.001000000000001,0.015000000000015001,17025,74,1294,21,11,17,11,140.857,55.833999999999996,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-489,quic
74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,0.134000000000023,0.07499999999999174,0.012999999999985246,0.05900000000003125,0.15700000000001824,0.010999999999983245,0.05899999999997574,26768,74,1294,20,12,12,20,2.5180000000000202,0.21199999999998997,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-489,quic
1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,0.010999999999983245,0.19700000000000273,0.0820000000000265,0.010000000000010001,0.18599999999996397,0.09900000000001574,0.008999999999981245,26768,74,1294,21,11,11,19,11.193000000000007,7.908999999999999,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-489,quic
1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,0.002000000000002,0.012000000000012001,0.13499999999999623,0.42999999999998595,0.012000000000012001,0.29799999999996496,0.06300000000003525,27988,74,1294,21,11,11,21,2.6820000000000177,0.42999999999998595,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-489,quic
1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,0.2969999999999917,0.010999999999983245,11.178000000000022,0.20199999999998042,0.026999999999999247,0.0950000000000113,0.15500000000001535,27884,74,1294,22,10,9,20,195.61999999999995,152.84700000000007,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-489,quic
74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,0.2649999999999597,0.06499999999998174,0.014999999999987246,0.060000000000060005,0.16899999999997473,0.012000000000012001,0.058000000000002494,29208,74,1294,22,10,10,22,1.927000000000012,0.2649999999999597,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-489,quic
112,1,74,-1,194,1,74,-1,147,-1,318,-1,104,-1,112,-1,51.899999999999835,220.41000000000022,12.93999999999994,38.79999999999973,0.10000000000019327,0.0,0.0,4504,74,361,12,20,28,0,1070.1000000000001,246.9599999999997,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-490,quic
314,-1,112,-1,74,1,112,1,74,-1,204,1,74,-1,147,-1,0.0,0.009999999999621423,0.3800000000007131,51.81999999999931,144.7700000000003,13.049999999999784,34.609999999999815,4459,74,335,13,19,24,0,744.1699999999996,170.23000000000008,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-490,quic
901,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,224,-1,112,-1,0.009999999999621423,0.16000000000016001,0.0700000000000145,0.020000000000131024,0.059999999999504894,0.0,0.0,20059,74,1294,11,21,15,13,145.20999999999964,95.65999999999963,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-490,quic
112,-1,74,1,112,1,143,-1,104,-1,74,1,112,-1,112,1,0.009999999999621423,0.13000000000040757,16.97999999999933,0.0,0.06000000000039307,0.0700000000000145,0.8200000000000429,20101,74,1294,11,21,16,14,196.28999999999945,108.40000000000049,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-490,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.2729999999999677,1.9050000000000455,0.05599999999994498,0.22299999999997322,0.29000000000001247,0.022000000000077513,0.2749999999999142,27988,74,1294,11,21,11,21,15.27999999999996,2.1060000000000514,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-491,quic
1294,-1,1294,-1,74,1,112,1,1294,-1,1294,-1,74,1,1294,-1,0.6770000000000387,0.024999999999941735,0.16700000000002824,0.07900000000005125,0.2949999999999342,0.01399999999995849,0.27800000000000047,24289,74,1294,12,20,13,17,190.33999999999995,96.48899999999993,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-491,quic
74,-1,74,-1,147,-1,342,-1,112,-1,74,1,112,1,74,-1,8.680000000000021,72.91000000000025,0.08000000000008356,0.009999999999621423,0.01000000000006196,0.36000000000014154,30.359999999999943,4418,74,350,11,21,28,0,853.91,161.93999999999994,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-492,quic
74,1,1294,-1,1294,-1,187,-1,86,1,1294,-1,86,1,1294,-1,0.04999999999988347,0.1499999999996504,0.0,0.020000000000131024,0.06000000000039307,0.020000000000131024,0.059999999999504894,25334,74,1294,11,21,12,18,7.649999999999935,5.550000000000388,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-492,quic
1063,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,1.000000000000334,0.009999999999621423,0.2199999999996649,0.06000000000039307,0.020000000000131024,0.17999999999940286,0.0800000000005241,28189,74,1294,9,23,10,20,294.5200000000003,291.0900000000005,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-493,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.020000000000131024,0.0700000000000145,0.20000000000042206,0.019999999999242846,0.06000000000039307,0.18000000000029104,0.019999999999242846,27186,74,1294,10,22,11,19,41.87999999999992,18.43000000000039,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-493,quic
180,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.1499999999996504,0.029999999999752447,0.06000000000039307,0.09999999999976694,0.010000000000509601,0.1499999999996504,0.1299999999995194,28094,74,1294,10,22,11,21,4.229999999999734,1.5299999999998093,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-493,quic
104,-1,74,1,112,-1,112,1,74,-1,310,1,74,-1,140,-1,0.019999999999242846,0.34000000000133923,0.1299999999986312,12.7000000000006,593.61,19.130000000000564,20.550000000000068,1476,74,310,5,8,12,0,700.2399999999992,593.61,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-493,quic
1294,-1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.13000000000040757,0.009999999999621423,0.010000000000509601,0.1499999999996504,0.09000000000014552,0.009999999999621423,0.06000000000039307,29208,74,1294,10,22,10,22,1.5299999999998093,0.1499999999996504,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-495,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,508,-1,0.0700000000000145,0.010000000000509601,0.059999999999504894,0.06000000000039307,0.009999999999621423,0.06000000000039307,0.009999999999621423,28422,74,1294,10,22,10,21,1.3700000000005375,0.13000000000040757,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-495,quic
112,1,190,1,74,-1,74,-1,167,-1,333,-1,112,-1,74,1,43.93000000000002,10.389999999999674,3.0000000000001137,38.10000000000002,0.10000000000020748,0.0,0.019999999999683382,4523,74,333,13,19,28,0,596.1899999999999,131.14999999999986,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-496,quic
74,1,1294,-1,1294,-1,159,-1,86,1,1294,-1,1294,-1,86,1,0.030000000000640625,0.1499999999996504,0.0,0.020000000001019203,0.059999999999504894,0.0,0.019999999999242846,25219,74,1294,11,21,12,18,431.41000000000156,427.1700000000003,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-496,quic
317,1,74,-1,140,-1,104,-1,74,1,112,-1,112,1,74,-1,12.517,21.1022,0.00280000000000058,0.06110000000000326,0.08790000000000475,0.3120999999999938,52.348899999999986,4439,74,333,12,20,27,0,2788.140000000001,2251.148,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-499,quic
112,1,74,-1,191,1,74,-1,147,-1,331,-1,104,-1,112,-1,52.84000000000022,86.64000000000003,12.610000000000014,37.669999999999874,0.09999999999976694,0.0,0.0,4508,74,348,11,21,28,0,1987.0800000000004,1166.5600000000004,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-499,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.06999999999912632,0.01000000000139778,0.059999999999504894,0.11999999999900979,0.01000000000139778,0.059999999999504894,0.059999999999504894,28113,74,1294,10,22,11,21,2.5800000000000267,0.6099999999999994,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-499,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.02999999999886427,0.0,0.020000000001019203,0.07999999999874774,0.07000000000090267,0.009999999999621423,0.059999999999504894,28422,74,1294,10,22,10,21,1.1599999999987176,0.0800000000005241,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-499,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.014999999999987246,0.24000000000001798,0.06499999999998174,0.00999999999995449,0.19999999999997797,0.064000000000064,0.012000000000012001,27988,74,1294,11,21,11,21,60.72699999999996,57.74100000000004,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-500,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,903,-1,0.26999999999999247,0.7099999999999884,0.020000000000131024,0.26999999999999247,0.6099999999999994,0.04999999999988347,0.12999999999996348,25529,74,1294,10,22,11,18,176.50999999999996,112.1700000000001,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-500,quic
74,-1,147,-1,334,-1,112,-1,74,1,112,1,74,-1,215,1,32.6499999999994,0.11000000000027654,0.0,0.020000000000131024,0.3399999999995629,52.999999999999936,22.06000000000064,4546,74,337,12,20,25,0,399.59,52.999999999999936,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-501,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.009999999999621423,0.059999999999504894,0.140000000000029,0.01000000000139778,0.059999999999504894,0.0800000000005241,0.009999999999621423,27356,74,1294,11,21,11,20,14.25000000000054,11.680000000000135,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-501,quic
86,1,86,-1,74,1,276,1,74,-1,1294,-1,1294,-1,199,-1,61.3639,0.03009999999999735,0.15899999999999892,60.584,18.18100000000001,0.2740000000000009,0.0020000000000095497,17184,74,1294,14,18,16,10,572.3080000000003,250.50099999999998,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-502,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.07499999999993623,0.012000000000012001,7.774000000000059,0.26799999999993407,0.022999999999996135,4.661000000000026,0.27199999999993807,29208,74,1294,10,22,10,22,64.84899999999993,37.47600000000006,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-502,quic
250,1,74,-1,74,-1,74,-1,262,-1,1294,-1,74,1,1294,-1,50.35099999999992,8.604000000000056,0.06799999999995521,0.5819999999999723,0.3530000000000513,0.017999999999965155,0.2400000000000162,24692,74,1294,10,22,12,18,70.80799999999999,50.35099999999992,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-502,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.2769999999999717,0.013000000000040757,0.9209999999999496,0.2750000000000252,0.01399999999995849,0.280000000000058,0.2910000000000412,29208,74,1294,10,22,10,22,35.51099999999995,25.276999999999994,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-502,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.010999999999983245,0.20900000000001473,0.3149999999999542,0.01399999999995849,0.27200000000005,1.5089999999999826,0.025000000000052758,27988,74,1294,11,21,11,21,12.631999999999977,1.9519999999999538,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-502,quic
74,1,112,-1,112,1,74,-1,216,1,74,-1,144,-1,317,-1,0.0700000000000145,0.3599999999996939,52.520000000000344,483.6399999999994,12.760000000000105,36.900000000001,0.0,16575,74,1294,12,20,18,11,1166.6599999999992,483.6399999999994,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-503,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.21800000000005149,0.24399999999991095,0.014999999999987246,0.05700000000008476,0.2369999999999317,0.012000000000012001,0.7749999999999702,26415,74,1294,12,20,12,19,8.96600000000003,1.346999999999987,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-504,quic
191,1,74,-1,170,-1,361,-1,112,-1,74,1,112,1,74,-1,12.599999999999945,32.91999999999984,0.10000000000020748,0.0,0.020000000000131024,0.39999999999995595,53.010000000000005,4577,74,361,12,20,28,0,1080.3699999999997,496.9799999999997,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-505,quic
205,1,74,-1,171,-1,312,-1,112,-1,74,1,112,1,74,-1,12.65999999999945,33.47000000000033,0.09999999999976694,0.0,0.020000000000131024,0.3799999999998249,53.15000000000047,5461,74,1294,12,20,24,1,1498.6799999999994,634.3199999999998,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-505,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.09999999999976694,0.16000000000016001,0.010000000000509601,0.09999999999976694,0.1499999999996504,0.010000000000509601,0.059999999999504894,26421,74,1294,11,21,12,19,12.229999999999741,5.150000000000432,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-505,quic
86,1,86,-1,74,1,276,1,74,-1,1294,-1,1294,-1,200,-1,17.4921,0.07479999999999976,0.2309999999999981,22.814999999999998,18.265,0.2902000000000058,0.002899999999996794,16086,74,1294,14,18,16,9,406.86799999999994,258.2389999999999,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-506,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,664,-1,112,1,0.2909999999999857,0.015000000000042757,0.26199999999998447,0.29200000000001447,0.012000000000012001,0.08399999999997299,0.15500000000001624,18676,74,1294,11,21,16,12,146.429,83.95000000000003,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-506,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.28200000000000447,0.29400000000001647,0.010999999999983245,0.11899999999998023,0.148000000000037,0.013000000000040757,0.12999999999996348,27988,74,1294,11,21,11,21,4.2959999999999665,0.9379999999999944,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-506,quic
1294,-1,1294,-1,74,1,834,-1,86,1,1294,-1,86,1,1294,-1,0.136000000000025,0.013000000000040757,1.742999999999939,0.026999999999999247,0.18499999999999073,0.024000000000024002,0.2729999999999677,26804,74,1294,11,21,11,19,7.971000000000061,4.059000000000035,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-506,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.012000000000012001,0.20500000000001073,0.07100000000004325,0.00999999999995449,0.28799999999995496,0.34300000000009323,0.014999999999987246,23196,74,1294,11,21,13,16,153.77400000000003,66.52800000000003,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-506,quic
1294,-1,74,1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.013000000000040757,0.058000000000002494,0.16199999999999548,0.04599999999999049,0.064000000000064,0.00999999999995449,0.05900000000003125,25211,74,1294,12,20,13,18,3.5519999999999996,1.4329999999999066,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-506,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.014000000000069512,5.275999999999947,0.26599999999998847,0.029000000000056758,5.869000000000013,0.3249999999999087,0.02299999999999436,27988,74,1294,11,21,11,21,62.57200000000006,33.580000000000055,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-507,quic
1294,-1,1294,-1,74,1,700,-1,112,1,330,1,169,1,74,-1,3.049999999999997,0.03199999999992098,0.09599999999998499,0.3690000000000637,8.068999999999992,0.2489999999999437,58.674,20472,74,1294,13,19,12,13,199.35199999999998,58.674,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-507,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.28600000000000847,2.3929999999999785,0.02199999999996649,0.2550000000000052,0.2910000000000412,0.012000000000012001,0.2849999999999797,27988,74,1294,11,21,11,21,19.740999999999893,2.6199999999998447,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-507,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.02999999999997449,0.21999999999988695,0.26999999999999247,0.030000000000196536,0.24999999999986144,4.170000000000007,0.010000000000065512,25438,74,1294,12,20,12,18,126.60999999999989,98.46,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-507,quic
145,1,74,-1,202,-1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,16.880000000000006,0.0899999999999217,0.3100000000000307,0.010000000000065512,0.019999999999907203,0.26999999999999247,0.280000000000058,26967,74,1294,10,22,11,20,23.32,16.880000000000006,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-507,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.009999999999621423,0.059999999999504894,0.13000000000040757,0.009999999999621423,0.059999999999504894,0.0800000000005241,0.020000000001019203,27184,74,1294,11,21,11,19,309.5599999999994,306.2699999999995,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-508,quic
74,1,1294,-1,1294,-1,1294,-1,74,1,74,1,1294,-1,638,-1,0.11099999999999999,0.12200000000001099,0.002000000000002,0.014999999999987246,0.15900000000002024,0.019999999999992246,0.0030000000000030003,20768,74,1294,13,19,15,14,98.41699999999999,51.89,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-509,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.010000000000010001,0.054999999999999494,0.13699999999999823,0.009999999999982245,0.060000000000004494,0.0660000000000105,0.010000000000010001,27589,74,1294,11,21,11,20,18.087999999999994,11.257999999999992,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-51,quic
74,-1,317,1,74,-1,203,-1,1294,-1,74,1,1294,-1,1294,-1,75.26100000000002,17.38699999999993,0.4780000000000939,0.33799999999995123,0.02100000000004343,0.25299999999994327,0.29699999999999704,25920,74,1294,10,22,11,19,95.24200000000008,75.26100000000002,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-51,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.003000000000086267,0.012000000000012001,0.062000000000006494,0.06599999999989947,0.009000000000036756,0.060000000000060005,0.06699999999992823,16298,74,1294,11,21,18,10,301.003,133.41199999999998,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-51,quic
112,1,74,-1,204,1,74,-1,147,-1,324,-1,74,1,112,-1,53.25999999999986,84.17000000000031,12.90999999999974,37.239999999999725,0.0,0.0700000000000216,0.0800000000005241,4432,74,324,12,20,24,0,791.5099999999996,193.1099999999999,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-512,quic
112,1,208,1,74,-1,74,-1,167,-1,320,-1,112,-1,74,1,50.74000000000023,1.6699999999998383,11.080000000000645,35.97999999999946,0.09000000000014552,0.0,0.02000000000012392,4470,74,321,12,20,24,0,675.1600000000002,178.7099999999997,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-512,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,1294,-1,0.020000000001019203,0.059999999999504894,0.0,0.009999999999621423,0.18999999999991246,0.07000000000090267,0.0,26033,74,1294,11,21,12,19,370.44000000000034,368.6899999999991,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-512,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.0800000000005241,0.009999999999621423,0.12000000000078614,0.09000000000014552,0.009999999999621423,0.059999999999504894,0.09999999999976694,27769,74,1294,10,22,11,20,12.990000000000279,10.760000000001213,0,0,0,0,0,0,0,0,google-search,calibration,GoogleSearch-512,quic
315,1,74,-1,140,-1,104,-1,74,1,112,-1,112,1,74,-1,49.4239,39.22800000000001,0.0030999999999892225,0.04290000000000305,0.2469999999999999,0.20310000000000628,84.009,4443,74,333,12,20,27,0,2958.0499999999997,2196.153,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-513,quic
74,-1,191,1,74,-1,170,-1,342,-1,112,-1,74,1,112,1,143.42999999999995,12.869999999999948,54.18000000000012,0.09999999999976694,0.0,0.02000000000012392,0.36000000000012733,4621,74,373,11,21,28,0,2000.2900000000002,1126.6900000000005,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-513,quic
1294,-1,359,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.07000000000090267,0.009999999999621423,791.3999999999994,0.12000000000080036,0.019999999999186002,0.07000000000084583,0.09000000000014552,28236,74,1294,10,22,10,21,795.6700000000013,791.3999999999994,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-513,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.2799999999982816,0.280000000000058,0.01000000000139778,0.2699999999986602,0.9700000000005815,0.020000000001019203,0.2699999999986602,25963,74,1294,12,20,12,19,10.1899999999997,1.1899999999993582,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-513,quic
74,-1,144,1,74,-1,203,-1,1294,-1,74,1,1294,-1,1294,-1,29.460000000000264,13.530000000001152,18.82999999999946,0.32999999999994145,0.019999999999242846,0.280000000000058,0.9899999999998244,15892,74,1294,12,20,19,10,312.77000000000044,92.8799999999992,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-513,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.012999999999929734,0.19800000000003148,0.06700000000003925,0.012000000000012001,0.23600000000001398,54.96000000000001,0.04699999999991178,29208,74,1294,10,22,10,22,63.79499999999995,54.96000000000001,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-514,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.2569999999999517,0.3049999999999997,0.04999999999999449,5.218000000000056,0.29599999999996296,0.025000000000052758,6.537999999999933,27988,74,1294,11,21,11,21,59.56399999999994,31.509000000000004,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-514,quic
895,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.2599999999990388,0.01000000000139778,0.059999999999504894,0.2099999999991553,0.01000000000139778,0.06999999999912632,0.26000000000081513,26541,74,1294,11,21,11,18,413.8900000000002,198.43000000000012,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-516,quic
74,1,1294,-1,1294,-1,74,1,1118,-1,144,1,74,-1,1294,-1,0.3499999999991843,0.0,0.020000000001019203,0.24999999999941735,15.819999999999723,14.810000000000656,7.09999999999944,26780,74,1294,10,22,11,18,41.209999999999525,15.819999999999723,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-516,quic
147,-1,307,-1,104,-1,112,-1,74,1,112,1,74,-1,214,1,0.09000000000014552,0.009999999999621423,0.0,0.020000000000131024,0.3500000000000725,52.88000000000004,149.35000000000008,4421,74,338,11,21,25,0,934.9800000000004,270.6999999999997,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-517,quic
86,1,86,-1,74,1,276,1,74,-1,1294,-1,1294,-1,198,-1,60.6709,0.030900000000002592,0.21509999999999962,60.3161,18.598000000000013,0.26199999999997203,0.0020000000000095497,17234,74,1294,14,18,16,10,718.6620000000001,420.61500000000007,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-518,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.01999999999990898,0.05999999999994898,0.05999999999994898,0.010000000000065512,0.21000000000004349,0.17000000000000348,0.010000000000065512,27988,74,1294,11,21,11,21,18.619999999999862,14.659999999999895,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-519,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.0,0.01999999999990898,0.17000000000000348,1.7000000000000348,0.01999999999990898,0.1100000000000545,0.09000000000014552,29208,74,1294,10,22,10,22,69.23999999999997,21.230000000000082,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-519,quic
1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,0.10300000000001974,0.012999999999985246,0.16399999999999748,0.13900000000000023,0.008999999999981245,0.060000000000004494,0.17200000000000548,26806,74,1294,20,12,12,20,2.976000000000034,0.29799999999996496,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-52,quic
74,-1,1294,1,1294,1,74,-1,1294,1,1294,1,74,-1,1294,1,0.060000000000004494,0.20399999999998197,0.010000000000010001,0.06299999999997974,0.20400000000003748,0.010999999999983245,0.06099999999997774,27988,74,1294,21,11,11,21,2.9939999999999967,0.28199999999994896,0,0,0,0,0,0,0,0,google-search,train,GoogleSearch-52,quic
74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,0.1380000000000825,0.12000000000000899,0.010999999999983245,0.2849999999999797,0.5399999999999849,0.013000000000040757,0.26399999999993096,27988,74,1294,11,21,11,21,13.09400000000005,8.172999999999986,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,0.013000000000040757,2.3689999999999545,0.28200000000000447,0.020000000000020002,0.5650000000000377,0.3069999999999462,0.016000000000016,27988,74,1294,11,21,11,21,16.66299999999999,7.558999999999983,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,713,-1,112,1,0.0700000000000145,0.010999999999983245,0.21800000000005149,0.27800000000000047,0.016000000000016,0.11499999999997623,0.5760000000000209,19931,74,1294,11,21,15,13,143.7670000000001,58.92399999999998,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
87,-1,74,1,74,-1,247,1,250,1,74,-1,74,-1,262,-1,0.012999999999929734,65.04700000000008,34.325999999999965,6.30600000000004,13.107999999999905,7.379000000000019,0.08000000000008356,23658,74,1294,10,22,12,17,128.169,65.04700000000008,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.1500000000000945,0.012999999999929734,0.05699999999997374,0.0740000000000185,0.012000000000012001,0.140000000000029,0.12699999999998823,27340,74,1294,11,21,11,20,11.19200000000009,5.759999999999988,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
1294,-1,722,-1,74,1,1294,-1,1294,-1,834,-1,74,1,1294,-1,0.0029999999999752447,0.013000000000040757,0.15799999999999148,0.08500000000000174,0.001999999999946489,0.03500000000000725,0.15900000000002024,28176,74,1294,10,22,10,20,2.2259999999999502,0.2869999999999262,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
1294,-1,1294,-1,74,1,1294,-1,1294,-1,74,1,1294,-1,1294,-1,0.19999999999997797,0.010000000000065512,0.0700000000000145,0.1500000000000945,0.009999999999843467,0.05999999999994898,0.0700000000000145,29208,74,1294,10,22,10,22,2.0100000000000673,0.280000000000058,0,0,0,0,0,0,0,0,google-search,test,GoogleSearch-520,quic
